iter	Passed	Remaining
327	1895	3883
328	1900	3875
329	1904	3866
330	1908	3857
331	1912	3847
332	1916	3839
333	1921	3830
334	1925	3821
335	1929	3812
336	1934	3805
337	1938	3795
338	1944	3790
339	1949	3783
340	1953	3775
341	1957	3766
342	1961	3756
343	1968	3754
344	1974	3749
345	1979	3741
346	1985	3735
347	1989	3727
348	1993	3718
349	1998	3711
350	2002	3702
351	2006	3693
352	2009	3684
353	2014	3676
354	2019	3668
355	2022	3659
356	2026	3650
357	2032	3644
358	2037	3637
359	2040	3627
360	2044	3619
361	2049	3612
362	2053	3604
363	2057	3595
364	2062	3588
365	2066	3579
366	2070	3571
367	2077	3567
368	2083	3562
369	2090	3559
370	2099	3560
371	2106	3556
372	2115	3556
373	2123	3554
374	2131	3551
375	2138	3549
376	2148	3550
377	2154	3544
378	2160	3539
379	2167	3535
380	2172	3529
381	2177	3522
382	2183	3516
383	2187	3509
384	2191	3501
385	2196	3493
386	2204	3491
387	2212	3489
388	2216	3481
389	2221	3474
390	2273	3541
391	2279	3535
392	2285	3529
393	2290	3523
394	2297	3519
395	2302	3512
396	2307	3505
397	2311	3496
398	2315	3487
399	2319	3479
400	2324	3472
401	2329	3465
402	2334	3458
403	2341	3453
404	2346	3447
405	2351	3440
406	2357	3434
407	2367	3435
408	2380	3439
409	2397	3449
410	2412	3457
411	2420	3454
412	2430	3454
413	2438	3450
414	2445	3446
415	2485	3489
416	2491	3483
417	2501	3483
418	2510	3480
419	2516	3475
420	2523	3470
421	2528	3463
422	2534	3457
423	2540	3451
424	2545	3444
425	2550	3435
426	2555	3429
427	2561	3423
428	2567	3417
429	2574	3412
430	2580	3406
431	2587	3401
432	2593	3395
433	2598	3389
434	2605	3384
435	2610	3377
436	2615	3369
437	2624	3367
438	2631	3362
439	2636	3355
440	2641	3348
441	2647	3342
442	2653	3336
443	2657	3327
444	2661	3319
445	2665	3310
446	2669	3302
447	2673	3294
448	2677	3285
449	2681	3277
450	2685	3269
451	2689	3260
452	2694	3253
453	2697	3244
454	2702	3237
455	2707	3230
456	2712	3222
457	2718	3217
458	2725	3212
459	2731	3206
460	2737	3201
461	2742	3193
462	2746	3185
463	2751	3178
464	2755	3170
465	2759	3162
466	2763	3154
467	2769	3147
468	2772	3139
469	2777	3131
470	2781	3123
471	2785	3116
472	2790	3108
473	2794	3100
474	2799	3093
475	2803	3085
476	2807	3078
477	2811	3069
478	2815	3062
479	2820	3055
480	2823	3047
481	2828	3039
482	2833	3032
483	2837	3024
484	2841	3017
485	2845	3009
486	2850	3002
487	2854	2994
488	2858	2987
489	2863	2980
490	2868	2973
491	2872	2966
492	2877	2958
493	2882	2952
494	2886	2945
495	2891	2937
496	2896	2931
497	2900	2923
498	2904	2916
499	2908	2908
500	2913	2901
501	2917	2894
502	2922	2887
503	2926	2879
504	2931	2873
505	2935	2866
506	2939	2858
507	2943	2851
508	2948	2844
509	2954	2838
510	2959	2832
511	2966	2827
512	2971	2820
513	2977	2815
514	2982	2808
515	2987	2801
516	2992	2795
517	2998	2789
518	3003	2783
519	3008	2777
520	3015	2772
521	3021	2766
522	3027	2761
523	3032	2754
524	3037	2748
525	3043	2742
526	3047	2735
527	3053	2729
528	3057	2722
529	3064	2717
530	3069	2711
531	3074	2704
532	3080	2698
533	3085	2692
534	3089	2685
535	3094	2678
536	3098	2671
537	3103	2664
538	3109	2659
539	3113	2651
540	3117	2645
541	3123	2639
542	3128	2633
543	3132	2626
544	3136	2618
545	3141	2612
546	3145	2605
547	3150	2598
548	3154	2591
549	3160	2585
550	3164	2578
551	3168	2571
552	3173	2565
553	3178	2559
554	3182	2551
555	3186	2544
556	3191	2538
557	3195	2531
558	3200	2524
559	3204	2517
560	3209	2511
561	3212	2504
562	3217	2497
563	3222	2491
564	3226	2483
565	3230	2476
566	3233	2469
567	3238	2463
568	3242	2456
569	3246	2449
570	3250	2442
571	3257	2437
572	3266	2434
573	3272	2428
574	3277	2422
575	3283	2416
576	3289	2411
577	3343	2440
578	3349	2435
579	3355	2429
580	3360	2423
581	3365	2416
582	3370	2411
583	3376	2404
584	3381	2398
585	3386	2392
586	3391	2386
587	3397	2380
588	3403	2375
589	3408	2368
590	3414	2363
591	3419	2356
592	3424	2350
593	3428	2343
594	3432	2336
595	3437	2330
596	3442	2323
597	3446	2316
598	3449	2309
599	3454	2303
600	3458	2296
601	3462	2289
602	3466	2282
603	3471	2276
604	3475	2269
605	3480	2263
606	3486	2257
607	3490	2250
608	3494	2243
609	3498	2236
610	3503	2230
611	3507	2223
612	3511	2216
613	3515	2209
614	3520	2203
615	3524	2197
616	3528	2190
617	3532	2183
618	3536	2177
619	3540	2170
620	3544	2163
621	3550	2157
622	3555	2151
623	3561	2145
624	3567	2140
625	3573	2135
626	3579	2129
627	3585	2123
628	3601	2124
629	3620	2126
630	3627	2121
631	3636	2117
632	3643	2112
633	3650	2107
634	3657	2102
635	3662	2096
636	3669	2091
637	3693	2095
638	3704	2092
639	3713	2088
640	3722	2084
641	3727	2078
642	3733	2073
643	3744	2070
644	3751	2064
645	3757	2059
646	3766	2054
647	3773	2049
648	3781	2044
649	3796	2044
650	3807	2041
651	3816	2037
652	3824	2032
653	3835	2029
654	3840	2022
655	3849	2018
656	3855	2012
657	3860	2006
658	3867	2001
659	3871	1994
660	3877	1988
661	3884	1983
662	3888	1976
663	3893	1970
664	3900	1964
665	3906	1959
666	3915	1954
667	3920	1948
668	3925	1942
669	3933	1937
670	3939	1931
671	3945	1925
672	3952	1920
673	3958	1914
674	3966	1909
675	3973	1904
676	3979	1898
677	3985	1892
678	3990	1886
679	3998	1881
680	4004	1875
681	4010	1870
682	4016	1864
683	4022	1858
684	4029	1853
685	4035	1846
686	4042	1841
687	4048	1836
688	4054	1830
689	4062	1824
690	4068	1819
691	4075	1814
692	4088	1811
693	4103	1809
694	4115	1805
695	4122	1800
696	4131	1795
697	4137	1790
698	4148	1786
699	4155	1781
700	4163	1775
701	4168	1769
702	4175	1763
703	4182	1758
704	4187	1752
705	4194	1746
706	4200	1740
707	4207	1735
708	4214	1729
709	4219	1723
710	4226	1718
711	4234	1712
712	4238	1706
713	4244	1699
714	4247	1693
715	4251	1686
716	4255	1679
717	4261	1673
718	4264	1666
719	4270	1660
720	4275	1654
721	4280	1648
722	4284	1641
723	4289	1635
724	4295	1629
725	4301	1623
726	4306	1617
727	4311	1611
728	4315	1604
729	4320	1597
730	4325	1591
731	4330	1585
732	4336	1579
733	4344	1574
734	4351	1568
735	4355	1562
736	4360	1556
737	4364	1549
738	4369	1543
739	4427	1555
740	4432	1549
741	4439	1543
742	4444	1537
743	4450	1531
744	4457	1525
745	4475	1523
746	4480	1517
747	4484	1510
748	4489	1504
749	4493	1497
750	4497	1491
751	4501	1484
752	4506	1478
753	4510	1471
754	4514	1465
755	4520	1458
756	4523	1452
757	4527	1445
758	4531	1438
759	4536	1432
760	4540	1426
761	4544	1419
762	4548	1412
763	4553	1406
764	4557	1399
765	4560	1393
766	4565	1386
767	4570	1380
768	4574	1373
769	4577	1367
770	4581	1360
771	4586	1354
772	4590	1348
773	4594	1341
774	4599	1335
775	4603	1328
776	4607	1322
777	4611	1315
778	4616	1309
779	4620	1303
780	4624	1296
781	4628	1290
782	4633	1284
783	4636	1277
784	4640	1271
785	4644	1264
786	4649	1258
787	4653	1252
788	4657	1245
789	4661	1239
790	4666	1232
791	4670	1226
792	4674	1220
793	4678	1213
794	4682	1207
795	4686	1201
796	4690	1194
797	4694	1188
798	4700	1182
799	4705	1176
800	4711	1170
801	4718	1164
802	4723	1158
803	4729	1152
804	4735	1147
805	4768	1147
806	4780	1143
807	4790	1138
808	4801	1133
809	4809	1128
810	4841	1128
811	4891	1132
812	4903	1127
813	4917	1123
814	4925	1118
815	4932	1112
816	4938	1106
817	4943	1099
818	4950	1094
819	4962	1089
820	4975	1084
821	4983	1079
822	4989	1073
823	4995	1066
824	5001	1060
825	5006	1054
826	5015	1049
827	5021	1043
828	5026	1036
829	5032	1030
830	5037	1024
831	5042	1018
832	5047	1011
833	5051	1005
834	5055	999
835	5060	992
836	5064	986
837	5068	979
838	5072	973
839	5077	967
840	5081	960
841	5085	954
842	5089	947
843	5094	941
844	5098	935
845	5102	928
846	5106	922
847	5110	916
848	5115	909
849	5118	903
850	5123	897
851	5128	890
852	5132	884
853	5136	878
854	5139	871
855	5145	865
856	5149	859
857	5153	852
858	5158	846
859	5162	840
860	5166	834
861	5170	827
862	5174	821
863	5179	815
864	5183	808
865	5188	802
866	5193	796
867	5197	790
868	5201	784
869	5204	777
870	5209	771
871	5213	765
872	5217	759
873	5222	752
874	5228	746
875	5233	740
876	5237	734
877	5242	728
878	5246	722
879	5250	715
880	5255	709
881	5259	703
882	5263	697
883	5267	691
884	5272	685
885	5276	678
886	5279	672
887	5284	666
888	5288	660
889	5293	654
890	5296	647
891	5300	641
892	5305	635
893	5309	629
894	5313	623
895	5317	617
896	5322	611
897	5326	605
898	5330	598
899	5334	592
900	5339	586
901	5343	580
902	5347	574
903	5351	568
904	5357	562
905	5361	556
906	5365	550
907	5370	544
908	5374	538
909	5378	531
910	5382	525
911	5386	519
912	5390	513
913	5394	507
914	5398	501
915	5402	495
916	5406	489
917	5410	483
918	5414	477
919	5421	471
920	5430	465
921	5435	459
922	5440	453
923	5497	452
924	5502	446
925	5507	440
926	5512	434
927	5519	428
928	5525	422
929	5531	416
930	5536	410
931	5540	404
932	5545	398
933	5550	392
934	5554	386
935	5558	380
936	5562	374
937	5567	367
938	5571	361
939	5575	355
940	5579	349
941	5584	343
942	5587	337
943	5591	331
944	5595	325
945	5600	319
946	5604	313
947	5608	307
948	5612	301
949	5616	295
950	5620	289
951	5625	283
952	5629	277
953	5633	271
954	5637	265
955	5641	259
956	5645	253
957	5650	247
958	5654	241
959	5658	235
960	5662	229
961	5668	223
962	5672	217
963	5676	211
964	5681	206
965	5685	200
966	5689	194
967	5692	188
968	5697	182
969	5701	176
970	5705	170
971	5709	164
972	5714	158
973	5718	152
974	5721	146
975	5725	140
976	5730	134
977	5734	128
978	5737	123
979	5741	117
980	5746	111
981	5750	105
982	5753	99
983	5758	93
984	5762	87
985	5767	81
986	5770	76
987	5774	70
988	5779	64
989	5783	58
990	5786	52
991	5790	46
992	5795	40
993	5799	35
994	5803	29
995	5807	23
996	5812	17
997	5815	11
998	5819	5
999	5823	0
