iter	Passed	Remaining
268	1611	4380
269	1615	4368
270	1621	4360
271	1626	4353
272	1632	4346
273	1637	4337
274	1640	4325
275	1644	4314
276	1648	4303
277	1653	4294
278	1657	4283
279	1661	4271
280	1665	4261
281	1670	4252
282	1673	4240
283	1678	4230
284	1682	4221
285	1688	4214
286	1693	4206
287	1697	4197
288	1703	4191
289	1709	4186
290	1714	4176
291	1719	4169
292	1723	4158
293	1727	4149
294	1732	4139
295	1737	4132
296	1742	4125
297	1747	4117
298	1753	4112
299	1758	4102
300	1762	4092
301	1769	4089
302	1775	4083
303	1780	4075
304	1786	4071
305	1792	4066
306	1799	4061
307	1804	4054
308	1809	4046
309	1814	4038
310	1820	4032
311	1825	4024
312	1831	4020
313	1837	4015
314	1842	4007
315	1850	4004
316	1857	4001
317	1866	4002
318	1872	3997
319	1878	3992
320	1886	3990
321	1892	3983
322	1898	3979
323	1902	3970
324	1908	3963
325	1915	3959
326	1921	3955
327	1928	3951
328	1933	3943
329	1938	3936
330	1944	3930
331	1951	3926
332	1956	3918
333	1962	3912
334	1966	3904
335	1971	3895
336	1978	3892
337	1984	3886
338	1991	3883
339	1998	3879
340	2002	3870
341	2008	3864
342	2014	3858
343	2019	3850
344	2023	3841
345	2029	3836
346	2034	3828
347	2039	3820
348	2044	3813
349	2050	3807
350	2056	3803
351	2062	3796
352	2067	3789
353	2072	3781
354	2077	3775
355	2083	3768
356	2088	3761
357	2094	3755
358	2098	3747
359	2103	3739
360	2108	3732
361	2114	3726
362	2119	3719
363	2125	3714
364	2130	3705
365	2134	3698
366	2140	3691
367	2147	3687
368	2153	3682
369	2160	3678
370	2164	3670
371	2170	3665
372	2177	3659
373	2182	3652
374	2187	3645
375	2193	3640
376	2198	3632
377	2203	3625
378	2208	3618
379	2213	3612
380	2218	3604
381	2225	3600
382	2231	3594
383	2236	3588
384	2242	3582
385	2246	3573
386	2252	3567
387	2258	3562
388	2263	3555
389	2268	3548
390	2274	3542
391	2282	3540
392	2291	3539
393	2297	3534
394	2302	3526
395	2309	3522
396	2313	3514
397	2317	3505
398	2322	3498
399	2326	3490
400	2331	3481
401	2334	3473
402	2340	3466
403	2344	3458
404	2348	3449
405	2352	3441
406	2359	3437
407	2364	3430
408	2369	3424
409	2375	3418
410	2380	3412
411	2389	3410
412	2399	3411
413	2424	3431
414	2431	3427
415	2441	3428
416	2450	3425
417	2456	3420
418	2464	3417
419	2464	3417
420	2471	3407
421	2476	3399
422	2481	3392
423	2486	3386
424	2492	3379
425	2496	3371
426	2500	3363
427	2505	3356
428	2509	3347
429	2513	3339
430	2518	3332
431	2522	3324
432	2526	3316
433	2530	3307
434	2535	3300
435	2539	3293
436	2544	3285
437	2548	3277
438	2555	3272
439	2560	3266
440	2564	3257
441	2569	3251
442	2573	3243
443	2577	3235
444	2582	3228
445	2586	3220
446	2590	3212
447	2594	3204
448	2599	3197
449	2603	3189
450	2607	3180
451	2611	3172
452	2615	3165
453	2619	3157
454	2623	3149
455	2628	3142
456	2633	3136
457	2638	3129
458	2642	3121
459	2646	3113
460	2652	3107
461	2655	3099
462	2660	3091
463	2665	3085
464	2669	3077
465	2673	3069
466	2677	3061
467	2681	3054
468	2685	3046
469	2689	3039
470	2693	3031
471	2698	3024
472	2702	3017
473	2706	3009
474	2710	3001
475	2715	2995
476	2718	2987
477	2723	2980
478	2727	2972
479	2732	2966
480	2736	2958
481	2740	2951
482	2746	2945
483	2751	2939
484	2755	2931
485	2759	2924
486	2764	2917
487	2768	2910
488	2772	2902
489	2776	2895
490	2782	2890
491	2786	2882
492	2790	2875
493	2795	2869
494	2799	2861
495	2804	2855
496	2807	2847
497	2813	2842
498	2817	2834
499	2821	2827
500	2826	2821
501	2830	2813
502	2834	2806
503	2838	2798
504	2843	2792
505	2848	2786
506	2852	2779
507	2856	2771
508	2861	2765
509	2865	2758
510	2869	2751
511	2873	2744
512	2878	2737
513	2882	2731
514	2886	2723
515	2890	2716
516	2896	2711
517	2902	2706
518	2908	2700
519	2913	2694
520	2918	2688
521	2924	2683
522	2931	2678
523	2935	2671
524	2938	2664
525	2943	2657
526	2947	2650
527	2951	2643
528	2956	2636
529	2960	2630
530	2964	2623
531	2968	2616
532	2976	2612
533	2984	2609
534	2992	2605
535	3007	2608
536	3014	2603
537	3024	2602
538	3033	2598
539	3045	2599
540	3051	2593
541	3065	2594
542	3073	2591
543	3080	2587
544	3088	2582
545	3093	2577
546	3097	2569
547	3101	2562
548	3131	2577
549	3138	2572
550	3143	2566
551	3149	2560
552	3157	2556
553	3164	2552
554	3172	2548
555	3179	2543
556	3185	2537
557	3191	2532
558	3196	2526
559	3200	2519
560	3210	2516
561	3216	2511
562	3224	2507
563	3231	2502
564	3236	2496
565	3241	2489
566	3245	2482
567	3249	2475
568	3255	2469
569	3260	2464
570	3264	2457
571	3270	2451
572	3276	2446
573	3282	2440
574	3287	2434
575	3292	2427
576	3297	2421
577	3302	2415
578	3307	2409
579	3311	2402
580	3315	2395
581	3320	2389
582	3325	2382
583	3329	2375
584	3334	2369
585	3338	2362
586	3342	2355
587	3346	2349
588	3353	2344
589	3372	2347
590	3377	2341
591	3381	2334
592	3386	2328
593	3390	2321
594	3394	2314
595	3399	2308
596	3403	2301
597	3407	2294
598	3413	2288
599	3419	2283
600	3424	2277
601	3428	2270
602	3433	2264
603	3438	2258
604	3443	2251
605	3448	2246
606	3454	2240
607	3458	2233
608	3465	2228
609	3516	2251
610	3525	2247
611	3533	2244
612	3542	2240
613	3550	2235
614	3556	2230
615	3563	2225
616	3594	2234
617	3600	2228
618	3658	2255
619	3664	2249
620	3672	2245
621	3681	2240
622	3687	2235
623	3695	2230
624	3701	2224
625	3706	2218
626	3711	2211
627	3716	2205
628	3721	2198
629	3726	2192
630	3731	2185
631	3737	2179
632	3743	2174
633	3750	2168
634	3778	2175
635	3788	2171
636	3798	2167
637	3803	2161
638	3809	2155
639	3816	2150
640	3822	2144
641	3828	2138
642	3833	2131
643	3837	2124
644	3843	2118
645	3848	2112
646	3852	2105
647	3856	2098
648	3863	2092
649	3867	2085
650	3871	2078
651	3876	2072
652	3882	2066
653	3887	2059
654	3892	2053
655	3898	2047
656	3903	2040
657	3909	2035
658	3915	2029
659	3920	2022
660	3925	2016
661	3930	2009
662	3935	2003
663	3939	1996
664	3945	1990
665	3949	1983
666	3953	1976
667	3959	1970
668	3963	1964
669	3968	1957
670	3974	1951
671	3978	1944
672	3982	1938
673	3987	1931
674	3993	1925
675	3998	1919
676	4002	1912
677	4009	1907
678	4013	1900
679	4018	1893
680	4025	1888
681	4029	1881
682	4033	1874
683	4038	1868
684	4042	1861
685	4047	1855
686	4051	1848
687	4056	1842
688	4061	1835
689	4066	1829
690	4071	1823
691	4076	1817
692	4082	1811
693	4089	1805
694	4096	1800
695	4105	1795
696	4111	1789
697	4116	1783
698	4122	1777
699	4126	1771
700	4131	1764
701	4136	1758
702	4142	1752
703	4147	1746
704	4153	1740
705	4160	1734
706	4165	1728
707	4170	1722
708	4174	1715
709	4179	1709
710	4185	1703
711	4189	1697
712	4194	1690
713	4198	1684
714	4204	1678
715	4209	1671
716	4213	1665
717	4219	1659
718	4223	1652
719	4227	1646
720	4231	1639
721	4236	1633
722	4240	1626
723	4245	1620
724	4250	1614
725	4256	1608
726	4260	1601
727	4264	1595
728	4269	1589
729	4273	1582
730	4278	1576
731	4283	1570
732	4287	1563
733	4292	1557
734	4296	1551
735	4301	1544
736	4305	1538
737	4309	1532
738	4313	1525
739	4318	1519
740	4322	1512
741	4328	1506
742	4333	1500
743	4338	1494
744	4342	1488
745	4347	1482
746	4353	1476
747	4357	1470
748	4362	1463
749	4367	1457
750	4372	1451
751	4376	1445
752	4382	1439
753	4386	1433
754	4391	1426
755	4395	1420
756	4401	1414
757	4405	1408
758	4409	1402
759	4415	1396
760	4420	1390
761	4424	1383
762	4430	1377
763	4434	1371
764	4439	1365
765	4443	1359
766	4449	1353
767	4454	1347
768	4458	1341
769	4463	1335
770	4468	1329
771	4472	1322
772	4478	1316
773	4482	1310
774	4486	1304
775	4491	1298
776	4496	1292
777	4500	1285
778	4505	1279
779	4509	1273
780	4515	1267
781	4519	1261
782	4523	1255
783	4529	1249
784	4533	1243
785	4538	1237
786	4543	1231
787	4548	1225
788	4552	1218
789	4555	1212
790	4561	1206
791	4565	1200
792	4569	1194
793	4574	1188
794	4578	1182
795	4582	1176
796	4586	1169
797	4592	1163
798	4596	1157
799	4600	1151
800	4604	1145
801	4609	1139
802	4613	1133
803	4617	1127
804	4621	1120
805	4626	1114
806	4629	1108
807	4633	1102
808	4638	1096
809	4646	1091
810	4651	1085
811	4657	1079
812	4662	1073
813	4666	1067
814	4671	1061
815	4681	1056
816	4736	1062
817	4798	1068
818	4808	1063
819	4815	1058
820	4824	1053
821	4830	1047
822	4840	1042
823	4846	1036
824	4854	1030
825	4867	1026
826	4874	1021
827	4880	1015
828	4886	1009
829	4894	1003
830	4900	997
831	4907	992
832	4913	986
833	4919	980
834	4926	974
835	4934	969
836	4941	963
837	4947	957
838	4953	951
839	4960	945
840	4966	940
841	4972	934
842	4976	928
843	4981	921
844	4987	915
845	4992	909
846	4998	903
847	5004	898
848	5009	892
849	5014	885
850	5020	879
851	5023	873
852	5028	867
853	5032	861
854	5038	855
855	5043	849
856	5047	843
857	5053	837
858	5058	831
859	5064	825
860	5070	819
861	5075	813
862	5079	807
863	5084	801
864	5088	795
865	5092	788
866	5097	782
867	5101	776
868	5106	770
869	5110	764
870	5114	758
871	5119	752
872	5123	746
873	5127	740
874	5131	733
875	5137	728
876	5143	722
877	5147	716
878	5154	710
879	5158	704
880	5162	698
881	5168	692
882	5172	686
883	5177	680
884	5182	674
885	5187	668
886	5192	662
887	5196	656
888	5202	650
889	5209	644
890	5213	638
891	5219	632
892	5224	626
893	5228	620
894	5233	614
895	5237	608
896	5241	602
897	5245	596
898	5250	590
899	5254	584
900	5258	578
901	5263	572
902	5269	566
903	5276	560
904	5283	555
905	5288	549
906	5307	544
907	5317	539
908	5321	533
909	5324	527
910	5329	521
911	5333	515
912	5337	509
913	5341	503
914	5346	497
915	5350	491
916	5354	485
917	5358	479
918	5363	473
919	5367	467
920	5372	461
921	5378	455
922	5384	449
923	5388	443
924	5393	437
925	5398	431
926	5403	425
927	5407	419
928	5412	414
929	5417	408
930	5421	402
931	5425	396
932	5430	390
933	5435	384
934	5438	378
935	5443	372
936	5449	366
937	5455	360
938	5461	355
939	5465	349
940	5470	343
941	5474	337
942	5480	331
943	5484	325
944	5488	319
945	5494	313
946	5498	308
947	5504	302
948	5509	296
949	5516	290
950	5520	284
951	5524	278
952	5530	273
953	5534	267
954	5538	261
955	5544	255
956	5549	249
957	5553	243
958	5559	237
959	5564	232
960	5569	226
961	5573	220
962	5579	214
963	5582	208
964	5587	202
965	5592	197
966	5595	191
967	5599	185
968	5603	179
969	5608	173
970	5613	167
971	5616	161
972	5621	156
973	5625	150
974	5630	144
975	5633	138
976	5638	132
977	5644	127
978	5648	121
979	5652	115
980	5658	109
981	5662	103
982	5667	98
983	5672	92
984	5677	86
985	5682	80
986	5686	74
987	5692	69
988	5696	63
989	5701	57
990	5706	51
991	5712	46
992	5718	40
993	5723	34
994	5727	28
995	5731	23
996	5735	17
997	5741	11
998	5745	5
999	5749	0
