iter	MultiClass
0	0.6716665209
1	0.6545032372
2	0.6384637899
3	0.6251314703
4	0.6124109397
5	0.6020063364
6	0.5916803349
7	0.582450628
8	0.5740202152
9	0.5658413946
10	0.5569290216
11	0.5476080242
12	0.5403216557
13	0.5346036118
14	0.5285729077
15	0.5233664096
16	0.5192304955
17	0.5127628802
18	0.507763845
19	0.5033162808
20	0.5011013677
21	0.4960011662
22	0.4924608847
23	0.4867945395
24	0.481815513
25	0.4787363886
26	0.4743269335
27	0.4708901699
28	0.4666722023
29	0.463971235
30	0.4606973525
31	0.4580502234
32	0.4552141093
33	0.4515536742
34	0.4471741692
35	0.4449140408
36	0.4402574792
37	0.4377175372
38	0.4337655247
39	0.430711385
40	0.4265290917
41	0.4232573568
42	0.4205904864
43	0.4157518924
44	0.413368088
45	0.4105421152
46	0.4086628089
47	0.4055805462
48	0.4018101367
49	0.3983653651
50	0.3964820707
51	0.395249829
52	0.3911770384
53	0.3869411668
54	0.3848837125
55	0.3829130871
56	0.3782896235
57	0.3768186762
58	0.3736315075
59	0.3718585685
60	0.3684407629
61	0.3655060538
62	0.3631664412
63	0.3601469067
64	0.358984256
65	0.3566728333
66	0.3532598272
67	0.3509231504
68	0.3480560427
69	0.3461756806
70	0.3439063441
71	0.3427519479
72	0.3405034379
73	0.3383000022
74	0.3351691907
75	0.3330147857
76	0.3295282666
77	0.3275632702
78	0.3253742322
79	0.3225063968
80	0.3206389516
81	0.3185628309
82	0.3171292938
83	0.3154822213
84	0.3125165846
85	0.3101379025
86	0.3073974549
87	0.3060268119
88	0.3037983226
89	0.3023309027
90	0.2998299764
91	0.2976578104
92	0.2961094654
93	0.2936096477
94	0.2918461649
95	0.2883910295
96	0.2869835447
97	0.2845880207
98	0.2824269832
99	0.2799303029
100	0.2779495393
101	0.2751954634
102	0.2731192109
103	0.270880643
104	0.2687998156
105	0.2665495104
106	0.2641570334
107	0.2613568484
108	0.2588195772
109	0.256849987
110	0.2549515694
111	0.2535127921
112	0.2497937296
113	0.2481762075
114	0.2462499364
115	0.2439580078
116	0.2423645145
117	0.2406439266
118	0.2385696018
119	0.2368656658
120	0.2355919188
121	0.233955971
122	0.2318251547
123	0.230932986
124	0.2285673594
125	0.2270493706
126	0.2254291466
127	0.2232231464
128	0.2215790753
129	0.2203642913
130	0.2189222284
131	0.2170508835
132	0.2144766537
133	0.2136568209
134	0.2121250247
135	0.2102635212
136	0.2089675638
137	0.2071060858
138	0.2054052301
139	0.2043729975
140	0.2031559336
141	0.2015935538
142	0.2007919667
143	0.1995732722
144	0.1981215261
145	0.1975556171
146	0.196655245
147	0.1950917991
148	0.1935832549
149	0.1926098666
150	0.1916268081
151	0.1907708817
152	0.1894216671
153	0.1877137769
154	0.1863273857
155	0.1854658078
156	0.1845640339
157	0.1835877859
158	0.1823522637
159	0.1815088224
160	0.1797779703
161	0.1788525642
162	0.1782764626
163	0.177094428
164	0.1760663826
165	0.1746372884
166	0.1734829125
167	0.1726591869
168	0.1718761636
169	0.1711516339
170	0.1700064589
171	0.1690886906
172	0.1681416331
173	0.1671435244
174	0.1657859399
175	0.1641314773
176	0.1631371881
177	0.1622858747
178	0.161254064
179	0.1602446852
180	0.1594289477
181	0.1586253572
182	0.1575320556
183	0.1564832653
184	0.1560800973
185	0.1552925987
186	0.1546808516
187	0.1538752375
188	0.1529869252
189	0.1523481019
190	0.1520691043
191	0.1506994876
192	0.1501772404
193	0.1494711845
194	0.1489188156
195	0.1483668655
196	0.1474457547
197	0.1466684356
198	0.1461404166
199	0.1449352488
200	0.1440421422
201	0.1430090886
202	0.142212879
203	0.14145594
204	0.1405165175
205	0.1394180825
206	0.1381417282
207	0.1377296786
208	0.1370628142
209	0.1364981372
210	0.1356916761
211	0.135069803
212	0.1341603447
213	0.1333753008
214	0.1325229126
215	0.1318396992
216	0.1315304506
217	0.1309552133
218	0.1302476319
219	0.1295219793
220	0.1288115533
221	0.1279111555
222	0.126876265
223	0.1262288855
224	0.1251868085
225	0.1247546025
226	0.1243472625
227	0.1234081482
228	0.1229722939
229	0.1222675991
230	0.1215962482
231	0.1210875732
232	0.1204893685
233	0.119840681
234	0.1192156531
235	0.1185381991
236	0.1181026824
237	0.1175583734
238	0.1169381081
239	0.1165049351
240	0.1160440348
241	0.1153434904
242	0.1145095228
243	0.1139688307
244	0.1135950999
245	0.1129419499
246	0.1123236117
247	0.1118524291
248	0.1113507383
249	0.1110480839
250	0.11039935
251	0.1098899709
252	0.1093356473
253	0.108711031
254	0.108435823
255	0.107625712
256	0.1072243485
257	0.1063750944
258	0.1059665987
259	0.1056204978
260	0.1050141424
261	0.1045690766
262	0.1040784503
263	0.1034129437
264	0.1029568761
265	0.10260338
266	0.1020236106
267	0.1014507723
268	0.1010775697
269	0.1005503126
270	0.1000428081
271	0.09968427691
272	0.09938772415
273	0.09889750315
274	0.09854999224
275	0.09824548958
276	0.09785696532
277	0.09722532623
278	0.09680342912
279	0.09647997714
280	0.09622376521
281	0.09564200866
282	0.09532987512
283	0.09506729963
284	0.09465427837
285	0.09422900268
286	0.09391587161
287	0.09349791291
288	0.09320699711
289	0.09286699903
290	0.09246105118
291	0.09191308029
292	0.09147835295
293	0.09109466662
294	0.0907480951
295	0.09033721725
296	0.0900354772
297	0.08972355213
298	0.08939289475
299	0.08890193156
300	0.0884275251
301	0.08823398394
302	0.0878878156
303	0.08746095517
304	0.08712243752
305	0.08684649493
306	0.08658011194
307	0.08622839127
308	0.08593174524
309	0.08576397247
310	0.08548033969
311	0.0851019812
312	0.08481408723
313	0.08455093767
314	0.08412415157
315	0.08374187291
316	0.08344487342
317	0.08298681079
318	0.08258697476
319	0.08232375344
320	0.08212727669
321	0.0818147941
322	0.08148265376
323	0.08121413562
324	0.08104424168
325	0.08065343796
326	0.0803523599
327	0.07993018143
328	0.0797139605
329	0.07949040036
330	0.07900835355
331	0.07869545645
332	0.07839991007
333	0.07800983436
334	0.07747924528
335	0.07707118855
336	0.07668392945
337	0.07625422619
338	0.07598918769
339	0.07579623084
340	0.07542636022
341	0.07510142267
342	0.07486726753
343	0.07458663723
344	0.07432316373
345	0.07407486732
346	0.07383804905
347	0.07368837192
348	0.07335723912
349	0.07307009748
350	0.07278001093
351	0.07243929999
352	0.07211588224
353	0.07175247132
354	0.07144421155
355	0.07115730762
356	0.07093002205
357	0.07063460184
358	0.07028142398
359	0.07014072457
360	0.06968990422
361	0.06952016627
362	0.06933427886
363	0.06910598811
364	0.06885570353
365	0.06860014883
366	0.06842441941
367	0.06815973513
368	0.06789107564
369	0.06753170029
370	0.06734971704
371	0.06722900993
372	0.06701290927
373	0.06680023694
374	0.06661037
375	0.06635404531
376	0.06600487973
377	0.06589840639
378	0.06558950191
379	0.06516777253
380	0.06492655711
381	0.06466052217
382	0.0644591476
383	0.06430294079
384	0.06404129386
385	0.06375948753
386	0.06351413098
387	0.0633062432
388	0.06301162796
389	0.06294835415
390	0.06259937941
391	0.0623012504
392	0.06215841338
393	0.06194222697
394	0.06157536942
395	0.06131141371
396	0.06117196089
397	0.0609969455
398	0.06076502888
399	0.06055900688
400	0.06036637077
401	0.0602219993
402	0.06004025516
403	0.05975433226
404	0.05961726768
405	0.05944121428
406	0.05931602067
407	0.05919942765
408	0.05902477135
409	0.05889551305
410	0.05877336679
411	0.05860489405
412	0.05846943232
413	0.05831050052
414	0.05804759971
415	0.05785357303
416	0.05770625337
417	0.0576061876
418	0.05745488041
419	0.05725796152
420	0.05705079268
421	0.05687760841
422	0.05669678067
423	0.05658325201
424	0.05633553062
425	0.05618786904
426	0.05597393059
427	0.05577315752
428	0.05555431439
429	0.05539076981
430	0.05533891475
431	0.05511942703
432	0.05497128861
433	0.05487323338
434	0.0546202947
435	0.05448188689
436	0.05423221648
437	0.05411103805
438	0.05397043061
439	0.05386242297
440	0.05372382533
441	0.05353730855
442	0.05338435471
443	0.05318621935
444	0.05302704923
445	0.05287035366
446	0.05268187825
447	0.05253894904
448	0.05242815033
449	0.05228068068
450	0.05217632364
451	0.0519984964
452	0.05183794183
453	0.05165308918
454	0.05154789639
455	0.05137294538
456	0.05120749204
457	0.05109464368
458	0.05097040234
459	0.05086150647
460	0.05063459191
461	0.05039501594
462	0.05024066091
463	0.0501404556
464	0.04994366624
465	0.04982214745
466	0.04967875633
467	0.04954702562
468	0.04942171433
469	0.04930648044
470	0.04908023761
471	0.04889806238
472	0.04876600981
473	0.04858604829
474	0.04843941987
475	0.04824609721
