iter	MultiClass
0	0.6746530369
1	0.6572209363
2	0.6413019942
3	0.6272206894
4	0.6140574308
5	0.603614897
6	0.5922999562
7	0.5828838445
8	0.5750929147
9	0.5668603608
10	0.5606569701
11	0.5549753142
12	0.5481395271
13	0.5432590893
14	0.5377851446
15	0.5327885532
16	0.5284254122
17	0.5239421607
18	0.5180779717
19	0.5135978387
20	0.5094870019
21	0.5046011551
22	0.5002868892
23	0.4963956103
24	0.492884123
25	0.4895448373
26	0.4862528073
27	0.4837687391
28	0.4805788268
29	0.4767982907
30	0.4741916645
31	0.4718062766
32	0.4692615022
33	0.4660219327
34	0.4617265988
35	0.4601884635
36	0.4575934668
37	0.4541702204
38	0.4497693422
39	0.4472249008
40	0.4436785458
41	0.4394912319
42	0.4369409975
43	0.4329129647
44	0.4293657909
45	0.4272030095
46	0.4257290077
47	0.423981688
48	0.421334994
49	0.4195173804
50	0.4160670791
51	0.4125787391
52	0.4094333576
53	0.4059670797
54	0.4044178436
55	0.4015536204
56	0.3992778659
57	0.3972916924
58	0.3955840445
59	0.3935771323
60	0.3908350662
61	0.3871050131
62	0.3842464257
63	0.3816994806
64	0.3793778319
65	0.3769129076
66	0.3742090597
67	0.371215052
68	0.3676166188
69	0.3646465841
70	0.360695136
71	0.3581290141
72	0.3555868758
73	0.3533224017
74	0.3513465447
75	0.3491702253
76	0.3459008156
77	0.3433238057
78	0.3399996758
79	0.3369715115
80	0.3342480196
81	0.3318885613
82	0.3283979564
83	0.3261575814
84	0.3234050024
85	0.3200962112
86	0.317394129
87	0.3147750947
88	0.3127930563
89	0.3101517747
90	0.308236844
91	0.3061264568
92	0.303565532
93	0.301133663
94	0.2995356321
95	0.2976062823
96	0.2950883607
97	0.2925027401
98	0.2904060121
99	0.2886709011
100	0.2863653198
101	0.2841077862
102	0.2813150975
103	0.2790856738
104	0.2762223842
105	0.2748904278
106	0.2732986016
107	0.2716330232
108	0.2699820743
109	0.2676682439
110	0.2663143298
111	0.2651052581
112	0.263113744
113	0.2621268921
114	0.2609481388
115	0.2586602465
116	0.2567260771
117	0.2548883532
118	0.2530680077
119	0.2514785785
120	0.2494117098
121	0.2473772318
122	0.2461134796
123	0.2442923033
124	0.2420816422
125	0.2407894265
126	0.239429818
127	0.238072916
128	0.2361776106
129	0.234898892
130	0.2333560766
131	0.2318237863
132	0.2301286829
133	0.228021744
134	0.2263989376
135	0.225104446
136	0.2236042015
137	0.2222358364
138	0.2204827686
139	0.2188110307
140	0.2177226325
141	0.2166285647
142	0.2145066699
143	0.2131199214
144	0.2117173627
145	0.2103769732
146	0.2088947675
147	0.2074786434
148	0.2059222639
149	0.2047222569
150	0.2034840474
151	0.2022410641
152	0.2009304101
153	0.199677513
154	0.1979648696
155	0.1966956886
156	0.1954940592
157	0.1941926508
158	0.1930103691
159	0.1919891502
160	0.1909010059
161	0.1896119473
162	0.1885087252
163	0.1871882013
164	0.1864722736
165	0.18482474
166	0.1836002584
167	0.1827587153
168	0.181622836
169	0.1809234869
170	0.1798793325
171	0.1787034152
172	0.1778519155
173	0.1765033258
174	0.1755966567
175	0.1747522296
176	0.1737966698
177	0.1728998357
178	0.171655544
179	0.1702249881
180	0.1689456677
181	0.1683371873
182	0.1673663275
183	0.1664027067
184	0.1657220209
185	0.1651784761
186	0.1638793409
187	0.1624956344
188	0.1614406755
189	0.1603055878
190	0.1592840907
191	0.1588453478
192	0.1579182209
193	0.1571960995
194	0.15649037
195	0.1556155003
196	0.1545826636
197	0.1534911482
198	0.1526938467
199	0.1519240047
200	0.1512253834
201	0.1502607005
202	0.1493456984
203	0.1486732082
204	0.147512619
205	0.1469270567
206	0.1462012962
207	0.1454284119
208	0.1447329047
209	0.1437222673
210	0.1428045288
211	0.1416520489
212	0.1407834499
213	0.1396581659
214	0.1389314874
215	0.1383220252
216	0.1372145032
217	0.136714219
218	0.1360668086
219	0.1352347965
220	0.1345627779
221	0.1339369765
222	0.1335349458
223	0.1328281912
224	0.1319407807
225	0.131467437
226	0.1308187637
227	0.1302026692
228	0.1296160045
229	0.1288802969
230	0.1281175841
231	0.1271209173
232	0.1266022029
233	0.1259173371
234	0.1250878667
235	0.124516942
236	0.123961394
237	0.1233721514
238	0.1226558955
239	0.1223915293
240	0.1215974497
241	0.1209222138
242	0.1203268951
243	0.1196618831
244	0.1192720073
245	0.1188281549
246	0.1182325335
247	0.1176294123
248	0.117187519
249	0.1165354418
250	0.1157193721
251	0.1152430611
252	0.1148420269
253	0.1143193061
254	0.1133463868
255	0.1129995625
256	0.1123487301
257	0.1120022835
258	0.1115804862
259	0.1111104327
260	0.110660219
261	0.1100687647
262	0.1097120023
263	0.1093562634
264	0.1089240342
265	0.1082432104
266	0.1076667244
267	0.1071976475
268	0.1068318577
269	0.1062627523
270	0.1057951113
271	0.1050014004
272	0.1045256613
273	0.1041840792
274	0.1037414796
275	0.1033285442
276	0.1029208412
277	0.1026408597
278	0.1023424766
279	0.1018372501
280	0.1014391519
281	0.1009310042
282	0.1004450829
283	0.1000702263
284	0.0997599772
285	0.09932629721
286	0.09898474805
287	0.09843045406
288	0.0979279563
289	0.09748160223
290	0.09702160632
291	0.09651050985
292	0.09615779327
293	0.09580015448
294	0.09525216782
295	0.09495500452
296	0.09470343131
297	0.09411879397
298	0.09384994918
299	0.09347262022
300	0.09312997631
301	0.0927830525
302	0.09221169787
303	0.09189718428
304	0.09129032271
305	0.09095809334
306	0.09053264148
307	0.09007831993
308	0.08984842078
309	0.08934450641
310	0.08912359475
311	0.08868469834
312	0.08833418173
313	0.087903117
314	0.08769160044
315	0.08754017147
316	0.08725651156
317	0.0866546247
318	0.08643922425
319	0.08623184283
320	0.08590985797
321	0.08543025919
322	0.0850391461
323	0.08452438038
324	0.08405380946
325	0.08360884755
326	0.08324827128
327	0.08278694455
328	0.08263702673
329	0.08235765964
330	0.08208216079
331	0.0817267784
332	0.08143444491
333	0.08097983045
334	0.08046733642
335	0.08004065565
336	0.0795970769
337	0.0792768733
338	0.07893907811
339	0.07829593573
340	0.07798083486
341	0.07777088307
342	0.07741965832
343	0.07715038004
344	0.07692471285
345	0.07655642421
346	0.07632901909
347	0.07610051021
348	0.07580567323
349	0.07546309801
350	0.07515855111
351	0.07489893875
352	0.07457032902
353	0.07426765755
354	0.07403135351
355	0.07374174939
356	0.07345720408
357	0.07308843393
358	0.07273409283
359	0.07231007076
360	0.07178218933
361	0.07146182025
362	0.0712009855
363	0.07093794941
364	0.07072794633
365	0.07041611123
366	0.07026616453
367	0.07001653365
368	0.06980191593
369	0.06959367898
370	0.06939703637
371	0.06916413753
372	0.06881791565
373	0.06859331338
374	0.06835586479
375	0.06824922987
376	0.06794531817
377	0.06764314199
378	0.06726701788
379	0.06708984944
380	0.06684755977
381	0.06666309843
382	0.06646584401
383	0.06621898383
384	0.06599530051
385	0.06571390213
386	0.06542805642
387	0.06527971037
388	0.06508120289
389	0.06495737547
390	0.06472811755
391	0.06454872875
392	0.06438196543
393	0.06423979679
394	0.06405433196
395	0.06383454339
396	0.06354149348
397	0.06324185079
398	0.06297382534
399	0.0626826887
400	0.06254935023
401	0.06234209027
402	0.06217381486
403	0.06183225741
404	0.06166380247
405	0.0614104015
406	0.06117384965
407	0.06108545437
408	0.06095044171
409	0.06072465835
410	0.06050557566
411	0.06024249215
412	0.06004626814
413	0.05983570024
414	0.05965602607
415	0.05945998738
416	0.05913865383
417	0.05897310709
418	0.05879959409
419	0.0585552056
420	0.05838528086
421	0.05823132593
422	0.05805175119
423	0.05786269725
424	0.05775194458
425	0.05761196731
426	0.05742837511
427	0.05720220224
428	0.05705548759
429	0.05682392448
430	0.05660624043
431	0.05642769658
432	0.05621924607
433	0.05611758981
434	0.05597930294
435	0.05582278955
436	0.0556664765
437	0.05545269979
