iter	Passed	Remaining
621	2958	1797
622	2969	1797
623	2977	1793
624	2981	1788
625	2985	1783
626	2989	1778
627	2993	1773
628	2997	1767
629	3001	1762
630	3005	1757
631	3010	1752
632	3014	1747
633	3018	1742
634	3022	1737
635	3027	1732
636	3031	1727
637	3035	1722
638	3040	1717
639	3044	1712
640	3048	1707
641	3052	1702
642	3057	1697
643	3061	1692
644	3065	1687
645	3069	1681
646	3073	1677
647	3078	1672
648	3082	1667
649	3086	1662
650	3092	1657
651	3096	1652
652	3100	1647
653	3105	1642
654	3109	1637
655	3112	1632
656	3117	1627
657	3121	1622
658	3126	1617
659	3130	1612
660	3135	1607
661	3141	1603
662	3145	1599
663	3149	1593
664	3154	1588
665	3158	1583
666	3162	1578
667	3166	1573
668	3170	1568
669	3174	1563
670	3179	1558
671	3182	1553
672	3187	1548
673	3191	1543
674	3195	1538
675	3199	1533
676	3204	1528
677	3208	1523
678	3212	1518
679	3215	1513
680	3220	1508
681	3224	1503
682	3229	1498
683	3232	1493
684	3238	1489
685	3242	1484
686	3246	1478
687	3250	1474
688	3254	1469
689	3258	1463
690	3262	1459
691	3267	1454
692	3271	1449
693	3275	1444
694	3279	1439
695	3284	1434
696	3287	1429
697	3291	1424
698	3295	1419
699	3300	1414
700	3304	1409
701	3308	1404
702	3312	1399
703	3317	1394
704	3321	1389
705	3325	1384
706	3329	1379
707	3334	1375
708	3338	1370
709	3342	1365
710	3346	1360
711	3351	1355
712	3357	1351
713	3361	1346
714	3366	1341
715	3370	1336
716	3374	1331
717	3378	1327
718	3383	1322
719	3387	1317
720	3391	1312
721	3395	1307
722	3400	1302
723	3403	1297
724	3407	1292
725	3412	1287
726	3417	1283
727	3420	1278
728	3425	1273
729	3429	1268
730	3433	1263
731	3437	1258
732	3442	1253
733	3447	1249
734	3451	1244
735	3455	1239
736	3459	1234
737	3464	1230
738	3468	1225
739	3472	1220
740	3476	1215
741	3481	1210
742	3485	1205
743	3489	1200
744	3493	1195
745	3498	1191
746	3502	1186
747	3506	1181
748	3512	1176
749	3516	1172
750	3520	1167
751	3524	1162
752	3529	1157
753	3532	1152
754	3537	1147
755	3540	1142
756	3545	1138
757	3549	1133
758	3553	1128
759	3557	1123
760	3562	1118
761	3566	1114
762	3570	1109
763	3574	1104
764	3579	1099
765	3582	1094
766	3587	1089
767	3590	1084
768	3595	1080
769	3599	1075
770	3603	1070
771	3607	1065
772	3612	1060
773	3616	1055
774	3620	1051
775	3624	1046
776	3628	1041
777	3633	1036
778	3637	1031
779	3641	1027
780	3645	1022
781	3649	1017
782	3653	1012
783	3658	1007
784	3663	1003
785	3667	998
786	3671	993
787	3675	988
788	3679	984
789	3683	979
790	3687	974
791	3692	969
792	3696	964
793	3700	959
794	3704	955
795	3708	950
796	3712	945
797	3716	940
798	3720	935
799	3725	931
800	3729	926
801	3733	921
802	3736	916
803	3741	912
804	3745	907
805	3751	902
806	3756	898
807	3760	893
808	3765	888
809	3769	884
810	3774	879
811	3778	874
812	3782	870
813	3786	865
814	3791	860
815	3795	855
816	3799	851
817	3803	846
818	3808	841
819	3812	836
820	3816	832
821	3820	827
822	3824	822
823	3828	817
824	3832	812
825	3837	808
826	3841	803
827	3845	798
828	3849	793
829	3853	789
830	3857	784
831	3861	779
832	3865	774
833	3870	770
834	3875	765
835	3879	760
836	3883	756
837	3888	751
838	3893	747
839	3898	742
840	3902	737
841	3906	733
842	3910	728
843	3914	723
844	3919	718
845	3923	714
846	3926	709
847	3931	704
848	3935	700
849	3939	695
850	3943	690
851	3948	685
852	3954	681
853	3958	676
854	3963	672
855	3967	667
856	3974	663
857	3988	660
858	3993	655
859	3997	650
860	4002	646
861	4006	641
862	4010	636
863	4014	631
864	4018	627
865	4022	622
866	4026	617
867	4030	612
868	4035	608
869	4039	603
870	4043	598
871	4047	594
872	4052	589
873	4056	584
874	4060	580
875	4064	575
876	4069	570
877	4073	565
878	4077	561
879	4081	556
880	4085	551
881	4089	547
882	4093	542
883	4098	537
884	4103	533
885	4107	528
886	4111	523
887	4116	519
888	4120	514
889	4124	509
890	4128	505
891	4133	500
892	4137	495
893	4141	491
894	4145	486
895	4150	481
896	4154	477
897	4158	472
898	4163	467
899	4168	463
900	4172	458
901	4176	453
902	4181	449
903	4185	444
904	4189	439
905	4193	435
906	4199	430
907	4202	425
908	4207	421
909	4211	416
910	4215	411
911	4219	407
912	4223	402
913	4227	397
914	4232	393
915	4235	388
916	4240	383
917	4245	379
918	4249	374
919	4253	369
920	4257	365
921	4261	360
922	4265	355
923	4270	351
924	4274	346
925	4279	341
926	4282	337
927	4286	332
928	4290	327
929	4295	323
930	4299	318
931	4303	314
932	4307	309
933	4313	304
934	4318	300
935	4323	295
936	4328	291
937	4333	286
938	4337	281
939	4342	277
940	4346	272
941	4353	268
942	4359	263
943	4363	258
944	4368	254
945	4374	249
946	4379	245
947	4384	240
948	4389	235
949	4394	231
950	4399	226
951	4404	222
952	4409	217
953	4413	212
954	4418	208
955	4424	203
956	4429	199
957	4433	194
958	4436	189
959	4441	185
960	4445	180
961	4449	175
962	4453	171
963	4458	166
964	4462	161
965	4466	157
966	4470	152
967	4475	147
968	4479	143
969	4483	138
970	4489	134
971	4494	129
972	4497	124
973	4502	120
974	4508	115
975	4513	110
976	4517	106
977	4522	101
978	4527	97
979	4531	92
980	4535	87
981	4540	83
982	4544	78
983	4548	73
984	4552	69
985	4557	64
986	4561	60
987	4565	55
988	4569	50
989	4573	46
990	4578	41
991	4582	36
992	4589	32
993	4594	27
994	4598	23
995	4604	18
996	4608	13
997	4613	9
998	4618	4
999	4623	0
