iter	Logloss
199	0.4776271495
200	0.4771356529
201	0.4762874682
202	0.4757720131
203	0.4751362929
204	0.4743702831
205	0.4734992753
206	0.4731623253
207	0.4723659603
208	0.4718939618
209	0.4712813205
210	0.4707088325
211	0.4703834641
212	0.4700158457
213	0.4694421011
214	0.4689639739
215	0.468318432
216	0.4675346889
217	0.4668213412
218	0.4661762859
219	0.4653881523
220	0.464538022
221	0.4637982034
222	0.4630450529
223	0.4625914792
224	0.4615858503
225	0.4607076491
226	0.4599631257
227	0.4593884752
228	0.4589235302
229	0.4583194271
230	0.4576424918
231	0.4573215321
232	0.4564350253
233	0.4556610173
234	0.4548590964
235	0.4541663454
236	0.4537461698
237	0.4532136924
238	0.4523082721
239	0.4512500636
240	0.4508523799
241	0.4502441064
242	0.4496417998
243	0.4488570725
244	0.4480960124
245	0.447407992
246	0.4470265177
247	0.4463320787
248	0.4457971927
249	0.445339529
250	0.4449183769
251	0.4445680025
252	0.4438535544
253	0.4432566563
254	0.442426691
255	0.441887384
256	0.441328799
257	0.4405708789
258	0.4398252769
259	0.4391288708
260	0.4384361978
261	0.4379737282
262	0.4374345291
263	0.4366031142
264	0.4361520036
265	0.4358496558
266	0.435015288
267	0.4343883931
268	0.4339614215
269	0.4334296522
270	0.432776626
271	0.4320733673
272	0.4314092288
273	0.4307989182
274	0.4304877869
275	0.4298337795
276	0.4288787087
277	0.428358132
278	0.4278076165
279	0.4273315465
280	0.4268796987
281	0.426553469
282	0.4260591053
283	0.4254759855
284	0.4248046269
285	0.4244945755
286	0.4237837325
287	0.4232381751
288	0.422691902
289	0.4222024943
290	0.4216434308
291	0.4210986816
292	0.4203647705
293	0.4197835761
294	0.4190698219
295	0.4183794231
296	0.4178561718
297	0.4171971865
298	0.416570595
299	0.4158858856
300	0.4152605523
301	0.4146726287
302	0.4140857736
303	0.4132821516
304	0.4128845627
305	0.4121304863
306	0.4116739545
307	0.4112773883
308	0.4105723944
309	0.4101916781
310	0.4094130311
311	0.4089072135
312	0.4085538752
313	0.4079228657
314	0.4072525488
315	0.4068373054
316	0.4063593272
317	0.4054817135
318	0.4052833244
319	0.404831759
320	0.4042168681
321	0.403891377
322	0.4035430104
323	0.4030041869
324	0.4024394964
325	0.40214805
326	0.4016991912
327	0.4012370063
328	0.4006406786
329	0.4000923693
330	0.3995024632
331	0.3988945493
332	0.398277431
333	0.3977527727
334	0.3972096029
335	0.3969278173
336	0.3966443378
337	0.3962654069
338	0.3957027052
339	0.3951989973
340	0.3943268745
341	0.393886938
342	0.393443415
343	0.393165245
344	0.3925716222
345	0.3922569009
346	0.3917445375
347	0.3906869058
348	0.3904251051
349	0.3897381684
350	0.38949246
351	0.3891190544
352	0.3886022911
353	0.3880576168
354	0.3872177589
355	0.3867914252
356	0.386321051
357	0.3859001044
358	0.3855205143
359	0.385293749
360	0.3845750402
361	0.3838591823
362	0.383551019
363	0.3831889386
364	0.3828031678
365	0.3822798579
366	0.3819072274
367	0.3816175292
368	0.3812133955
369	0.3808474447
370	0.3802853232
371	0.3799760477
372	0.3794881491
373	0.3790534592
374	0.3786910336
375	0.3781815017
376	0.3779164889
377	0.3774172858
378	0.3769768624
379	0.3765785417
380	0.3760424681
381	0.3755188708
382	0.3748895347
383	0.3744685257
384	0.3738983866
385	0.3734966616
386	0.3727941571
387	0.3724923233
388	0.3720842811
389	0.3714830384
390	0.3709121816
391	0.3704386001
392	0.3699176064
393	0.3695009859
394	0.3689416456
395	0.3685498692
396	0.3679765098
397	0.3673004892
398	0.3668717924
399	0.3660309869
400	0.3655343456
401	0.364921107
402	0.3644633667
403	0.3637821877
404	0.3631830837
405	0.362631262
406	0.3619669886
407	0.3612975738
408	0.3607189508
409	0.3602958073
410	0.3597063059
411	0.3593275865
412	0.3588738139
413	0.358560959
414	0.3580067249
415	0.3578197651
416	0.3574173283
417	0.3569612686
418	0.3565999523
419	0.3560203624
420	0.3556692634
421	0.3553482498
422	0.3548378595
423	0.3545289395
424	0.3540028533
425	0.3535627887
426	0.3530942784
427	0.3529544543
428	0.3526371306
429	0.3522582509
430	0.3519370013
431	0.3514694334
432	0.3508756867
433	0.3503818899
434	0.3499651224
435	0.3497214315
436	0.3494389229
437	0.3490601924
438	0.3485835643
439	0.3482754678
440	0.3477941437
441	0.3473541706
442	0.3469582359
443	0.3465340362
444	0.3460714998
445	0.3459129327
446	0.3456272815
447	0.3452967
448	0.3451194114
449	0.3448453919
450	0.3444368497
451	0.3439798652
452	0.3436150172
453	0.3432179745
454	0.342833338
455	0.3423811842
456	0.3418949426
457	0.3414725298
458	0.3410630112
459	0.340528813
460	0.3402091487
461	0.3398210846
462	0.3393814287
463	0.338931963
464	0.3385070437
465	0.3381909014
466	0.3375025685
467	0.3371488234
468	0.3368019074
469	0.336536439
470	0.3360242296
471	0.3357117666
472	0.3352332974
473	0.3349514697
474	0.3344418825
475	0.3341462833
476	0.3338198062
477	0.3335145796
478	0.3333397336
479	0.3330794072
480	0.3328779057
481	0.3324980757
482	0.3321707629
483	0.3316826779
484	0.3311168215
485	0.3306071439
486	0.3303100846
487	0.3297030068
488	0.3293349222
489	0.3290115438
490	0.328721274
491	0.3283511532
492	0.3278804236
493	0.3273573007
494	0.3266975754
495	0.3264300954
496	0.3258948186
497	0.3254632077
498	0.3250455503
499	0.3245597167
500	0.3239625849
501	0.3235526103
502	0.323034583
503	0.3226096563
504	0.3222612465
505	0.3219400919
506	0.3216696257
507	0.3212622022
508	0.3205429459
509	0.320414346
510	0.3199538571
511	0.3194007147
512	0.3188897382
513	0.3183987693
514	0.3178682972
515	0.3174075466
516	0.3170234047
517	0.3167830088
518	0.3164658349
519	0.3162648621
520	0.3158074834
521	0.3155805093
522	0.3150588929
523	0.3147528876
524	0.3145029829
525	0.3142069798
526	0.3137405123
527	0.31355351
528	0.3131079028
529	0.3127744277
530	0.3126162459
531	0.3122619765
532	0.3119920695
533	0.3115276249
534	0.3110531336
535	0.3107401329
536	0.3105031464
537	0.3101278634
538	0.3098644448
539	0.3095687854
540	0.3093416514
541	0.3090035586
542	0.308529437
543	0.3081680884
544	0.3078901342
545	0.3074904582
546	0.3071701088
547	0.3069165252
548	0.3064258268
549	0.3059099168
550	0.3056382569
551	0.3052813148
552	0.3049124763
553	0.304265218
554	0.3037856972
555	0.3034871523
556	0.3031273904
557	0.3028826653
558	0.3024445922
559	0.3020843559
560	0.3017783114
561	0.3014355686
562	0.3012502925
563	0.3010492877
564	0.3005804284
565	0.300408026
566	0.300016652
567	0.2996284082
568	0.2993472712
569	0.299100293
570	0.2985956132
571	0.2982009122
572	0.2980647373
573	0.2978196569
574	0.2975394913
575	0.297304167
576	0.2970896766
577	0.2968942231
578	0.2964294695
579	0.2959126401
580	0.2956423751
581	0.2951197163
582	0.2948188286
583	0.2945341605
584	0.2941984038
585	0.2940009805
586	0.2936284553
587	0.2931582211
588	0.2926248542
589	0.2922377073
590	0.2919428768
591	0.291714367
592	0.2915031172
593	0.2912444609
594	0.29094061
595	0.2905941179
596	0.2903280433
597	0.290086705
598	0.2897635982
599	0.2893705756
600	0.2889713989
601	0.2887787093
602	0.2886601734
603	0.2883452617
604	0.2879768568
605	0.2874292291
606	0.2870702769
607	0.2866510553
608	0.286320604
609	0.2860215012
610	0.2856792389
611	0.2852690857
612	0.2848915092
613	0.2845449286
614	0.284305404
615	0.2839129653
616	0.2836451185
617	0.2833526335
618	0.2830563859
619	0.2827535618
620	0.2825315212
621	0.2820623536
622	0.2818996133
623	0.2816267775
624	0.2812323613
625	0.2809387303
626	0.280601778
627	0.2803152042
628	0.2799880203
629	0.2795407634
630	0.2793038052
631	0.2789525542
632	0.2785773369
633	0.2782196526
634	0.2778893446
635	0.2776028515
636	0.2773806704
637	0.2770014364
638	0.2766304655
639	0.2763454427
640	0.2760136879
641	0.2755771775
642	0.2754251734
643	0.275091688
644	0.2748190553
645	0.2744804683
646	0.2743100561
647	0.2737932922
648	0.2736268163
649	0.2733168275
650	0.272839381
651	0.272581169
652	0.2721862759
653	0.2718945187
654	0.2714932217
655	0.2712552671
656	0.2709332928
657	0.2707383459
658	0.2702628187
659	0.2699520488
660	0.2696412552
661	0.2694137122
662	0.2690090313
663	0.2688772893
664	0.2686567822
665	0.268198112
666	0.267899122
667	0.2675456752
668	0.2673159407
669	0.2668542159
670	0.2666784872
671	0.266460878
672	0.2662153614
673	0.2659938641
674	0.2656572923
675	0.2652503777
676	0.2649305813
677	0.2645538033
678	0.2642551291
679	0.2638986583
680	0.263609163
681	0.263293147
682	0.2629237215
683	0.2625347985
684	0.2623567775
685	0.2620530515
686	0.2616959212
687	0.2613866959
688	0.2610422429
689	0.260800759
690	0.2605802263
691	0.2602356073
692	0.2600806356
693	0.2597907971
694	0.2595105516
695	0.259164319
696	0.2589107617
697	0.2587353212
698	0.2584531381
699	0.2582801075
700	0.2579283152
701	0.2577404722
702	0.2574401591
703	0.2569177359
704	0.2565936646
705	0.2563831672
706	0.2561596441
707	0.2560501106
708	0.2556281929
709	0.2553733282
710	0.255080937
711	0.254907027
712	0.2546087563
713	0.2543987407
714	0.2541579592
715	0.2538532237
716	0.2535555388
717	0.2534001197
718	0.2531187049
719	0.2527621565
720	0.2526651747
721	0.2521997485
722	0.2518752893
723	0.2516936916
724	0.2514386283
725	0.2510507386
726	0.2508467067
727	0.2505014872
728	0.2501340567
729	0.2499105353
730	0.2497096535
731	0.2493601507
732	0.2491550932
733	0.2487695868
734	0.2484884219
735	0.2481404828
736	0.2479099623
737	0.2475108667
738	0.2472552314
739	0.247010269
740	0.2467389111
741	0.2463984734
742	0.2460942024
743	0.2458178021
744	0.2456311971
745	0.2452722254
746	0.2450353764
747	0.24480958
748	0.2444793719
749	0.2443245799
750	0.2438262407
751	0.2436473884
752	0.2432111112
753	0.2429282186
754	0.2427461092
755	0.2425026586
756	0.2423359857
757	0.2422364842
758	0.2421004786
759	0.2418607349
760	0.2416934346
761	0.2415349847
762	0.2411987577
763	0.2407295334
764	0.2402273873
765	0.2399863852
766	0.2395935051
767	0.2392875092
768	0.239122867
769	0.2389192037
770	0.2385574308
771	0.2384776569
772	0.2383341726
773	0.2379111494
774	0.2375471431
775	0.2371832699
776	0.2368261123
777	0.2364907549
778	0.2361550899
779	0.2357248854
780	0.2354492697
781	0.2352251758
782	0.2348181143
783	0.2345591173
784	0.2343686173
785	0.234024247
786	0.2337988768
787	0.2333161939
788	0.2330763555
789	0.2328175129
790	0.232554586
791	0.2323147343
792	0.2319649277
793	0.2318896117
794	0.2314829038
795	0.2312645429
796	0.2308661815
797	0.2306601802
798	0.2302158093
799	0.2298645864
800	0.2296302615
801	0.2292071383
802	0.2288758744
803	0.2286135793
804	0.2283839668
805	0.228046444
806	0.2275930217
807	0.2272229388
808	0.2271012333
809	0.2270066991
810	0.2266315465
811	0.2262429066
812	0.2257948344
813	0.2255578942
814	0.2252854372
815	0.2251192922
816	0.2249039239
817	0.2247068425
818	0.2245352727
819	0.2243981168
820	0.2241139038
821	0.2238411082
822	0.2236228612
823	0.2233671853
824	0.2230065848
825	0.22297895
826	0.222708941
827	0.222452754
828	0.2220882964
829	0.22188054
830	0.2217476859
831	0.221578005
832	0.2212709885
833	0.2212344362
834	0.2209214785
835	0.2207676963
836	0.2205327531
837	0.2202828597
838	0.220078472
839	0.2197893592
840	0.2194145908
841	0.219132286
842	0.2189256148
843	0.2186731475
844	0.2184490112
845	0.2181699
846	0.2177580247
847	0.2175716491
848	0.2174222905
849	0.2171552273
850	0.2168659469
851	0.216575205
852	0.2162010798
853	0.2157234947
854	0.2153892459
855	0.2150733527
856	0.2148521272
857	0.2145860097
858	0.2144122723
859	0.2141698134
860	0.2139707714
861	0.2135622545
862	0.2133291381
863	0.2129810606
864	0.2128393413
865	0.2125390513
866	0.2123234906
867	0.2121130418
868	0.2117896569
869	0.2116704103
870	0.211377115
871	0.2112157946
872	0.2109517006
873	0.2106942593
874	0.2103457313
875	0.2100601087
876	0.2097057123
877	0.2094308005
878	0.2091645148
879	0.2089027726
880	0.2085146072
881	0.2080837167
882	0.2077449476
883	0.2074436213
884	0.2071871714
885	0.2069310168
886	0.2064799363
887	0.2063130233
888	0.2059562223
889	0.2056147526
890	0.2053783214
891	0.2052236661
892	0.205092533
893	0.2048441546
894	0.2044373353
895	0.2041821672
896	0.20385223
897	0.2037964577
898	0.2036431667
899	0.2033283836
900	0.2031356123
901	0.2030458891
902	0.2027794813
903	0.2025302816
904	0.202295526
905	0.2020708456
906	0.2017626606
907	0.2013585276
908	0.201062991
909	0.2007210275
910	0.2004558419
911	0.200117799
912	0.1999064656
913	0.1998354225
914	0.1994510402
915	0.1990866727
916	0.1988281199
917	0.1985694162
918	0.1984049664
919	0.1982967224
920	0.1981757753
921	0.1979526049
922	0.1976861796
923	0.1975460797
924	0.19733831
925	0.1970067979
926	0.1967104949
927	0.1962960148
928	0.1960397745
929	0.1956538331
930	0.1955017866
931	0.1954133864
932	0.1951663546
933	0.1949046266
934	0.1948438322
935	0.1945497983
936	0.1945203435
937	0.1944367971
938	0.1943077722
939	0.1939087324
940	0.1935650345
941	0.1934461685
942	0.19327683
943	0.1931984372
944	0.1929864977
945	0.1927037492
946	0.1924391182
947	0.1921156702
948	0.1918922528
949	0.1916785513
950	0.1915047383
951	0.1914089883
952	0.1913435086
953	0.1910541986
954	0.1908186871
955	0.1905827805
956	0.1903147408
957	0.1901287268
958	0.1897925868
959	0.1895478017
960	0.1893230032
961	0.1890217521
962	0.1886826435
963	0.1885570549
964	0.1881850302
965	0.1879176422
966	0.1876301365
967	0.1873873052
968	0.1871135953
969	0.1869964927
970	0.1866008669
971	0.1863383198
972	0.1860680319
973	0.1858335838
974	0.1854957266
975	0.1854191114
976	0.1850863563
977	0.1847128181
978	0.1844708449
979	0.1842279954
980	0.1840261853
981	0.1837792122
982	0.1835616029
983	0.183280844
984	0.183205151
985	0.1828997314
986	0.1825995127
987	0.1824428314
988	0.1821369804
989	0.1819382381
990	0.1816387703
991	0.181361566
992	0.1811669873
993	0.1808830527
994	0.1806323706
995	0.180550874
996	0.1802952816
997	0.1800646575
998	0.1797605053
999	0.1793490304
